"ID","OR","Last Name","First Name","Team","Status","Status Details","Eligible Positions","Avg. Pick","Avg. Round","Avg. Cost","% Drafted","Pass Yds (O)","Pass TD (O)","Int (O)","Rush Att (O)","Rush Yds (O)","Rush TD (O)","Targets (O)","Rec (O)","Rec Yds (O)","Rec TD (O)","Ret TD (O)","2-PT (O)","Fum Lost (O)","Fum Ret TD (O)","FG 0-19 (K)","FG 20-29 (K)","FG 30-39 (K)","FG 40-49 (K)","FG 50+ (K)","PAT Made (K)","Pts Allow (DT)","Sack (DT)","Int (DT)","Fum Rec (DT)","TD (DT)","Safe (DT)","Blk Kick (DT)","Ret TD (DT)","XPR (DT)","Pts Allow 0 (DT)","Pts Allow 1-6 (DT)","Pts Allow 7-13 (DT)","Pts Allow 14-20 (DT)","Pts Allow 21-27 (DT)","Pts Allow 28-34 (DT)","Pts Allow 35+ (DT)","Image"
"406.p.32736","45","Gibson","Antonio","Was","Available","","RB","17.7","2.3","$43.6","100%","0","0","0","258","1037","7","52","42","294","3","0","1","4","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/btAAQX46PUC4BGGFuL_gYA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09222021/32736.png"
"406.p.31981","46","Renfrow","Hunter","LV","Available","","WR","","","","","0","0","0","3","3","0","128","103","1038","9","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/MkdF2xiTpw53BsmofCoiVg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08212021/31981.png"
"406.p.31896","47","Metcalf","DK","Sea","Questionable","Q - Foot","WR","19.9","2.5","$36.6","100%","0","0","0","1","6","0","129","75","967","12","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/70U4KROImcjuOLbnkcRklQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08262021/31896.png"
"406.p.31005","48","Chubb","Nick","Cle","Available","","RB","7.1","1.1","$56.6","100%","0","0","0","228","1259","8","25","20","174","1","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/_2zrvUotwKb5d6A3f80ukg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/31005.png"
"406.p.28457","49","Lockett","Tyler","Sea","Available","","WR","47.3","5.3","$10.6","100%","0","0","0","2","9","0","107","73","1175","8","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/wYUUvaXJAeoMuiFKopSyOQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08262021/28457.png"
"406.p.26699","50","Allen","Keenan","LAC","Available","","WR","30.3","3.6","$27.0","100%","0","0","0","0","0","0","157","106","1138","6","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/ieGv_UWD2C.h6.yMibIL8A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08232021/26699.png"
"406.p.30295","51","Jones","Aaron","GB","Available","","RB","8.5","1.2","$55.6","100%","0","0","0","171","799","4","65","52","391","6","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/M5bgVS1jbOIoPsUChfaxCA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08232021/30295.png"
"406.p.29235","52","Goff","Jared","Det","Available","","QB","","","","","3245","19","8","17","87","0","0","0","0","0","0","4","6","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/kNIFi_yNzx2VYk8pkVY9Fg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08092021/29235.png"
"406.p.31919","53","Harris","Damien","NE","Available","","RB","65.5","7.2","$7.7","100%","0","0","0","202","929","15","21","18","132","0","0","0","2","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Bxbir4hs5Ysn6JzBneGXkg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08252021/31919.png"
"406.p.31856","54","Jacobs","Josh","LV","Available","","RB","42.0","4.8","$15.7","100%","0","0","0","217","872","9","64","54","348","0","0","0","2","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/vbj6P167bbK9xoTrLZoBNA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08212021/31856.png"
"406.p.32704","55","Pittman Jr.","Michael","Ind","Available","","WR","124.4","13.3","$1.6","40%","0","0","0","5","44","0","129","88","1082","6","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Bg.xJWZuW6pGZ0kaABeIZA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08252021/32704.1.png"
"406.p.30971","56","Mayfield","Baker","Car","Questionable","Q - Shoulder","QB","121.4","13.0","$1.3","81%","3010","17","13","37","134","1","0","0","11","0","0","2","3","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/JNHtAWfi5Esx641RBkz.eA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/11062020/30971.png"
"406.p.33394","57","Waddle","Jaylen","Mia","Available","","WR","121.9","13.0","$1.7","43%","0","0","0","2","3","1","141","104","1015","6","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/.YYJybwe3CLMqJTcFX2KLg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132021/33394.png"
"406.p.30197","58","Godwin","Chris","TB","Questionable","Q - Knee","WR","35.9","4.2","$18.3","100%","0","0","0","4","21","1","127","98","1103","5","0","0","2","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/86vWb5kxWawZgFmcWzZ.GQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/30197.png"
"406.p.32687","59","Lamb","CeeDee","Dal","Available","","WR","33.1","3.9","$23.5","100%","0","0","0","9","76","0","120","79","1102","6","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/AaMdFg_1O0IbpNi3gFRxGg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08092022/32687.png"
"406.p.30994","60","Moore","DJ","Car","Available","","WR","52.3","5.8","$9.5","100%","0","0","0","8","48","0","163","93","1157","4","0","1","1","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/2CDHiDz0grqorxY1dhh43Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08182021/30994.png"
"406.p.32675","61","Tagovailoa","Tua","Mia","Available","","QB","125.7","13.2","$1.1","12%","2653","16","10","42","128","3","0","0","0","0","0","1","1","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/xWecr_sWxL4A8QMbu4Af0Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08242021/32675.png"
"406.p.30154","62","Cook","Dalvin","Min","Available","","RB","2.4","1.0","$65.8","100%","0","0","0","249","1159","6","49","34","224","0","0","1","2","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/JcbTB0BMuc0zNobnLfLXeA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08252021/30154.1.png"
"406.p.27548","63","Cooks","Brandin","Hou","Questionable","Q - Knee","WR","106.5","11.5","$1.7","97%","0","0","0","2","21","0","134","90","1037","6","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/x71knePLHlb1OE2uu.n5QQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/27548.png"
"406.p.100006","64","","Dallas","Dal","Available","","DEF","123.5","12.9","$1.0","3%","","","","","","","","","","","","","","","","","","","","","346","41.0","26","8","8","0","4","1","0","0","2","0","8","2","4","1","https://s.yimg.com/cv/apiv2/default/nfl/20200908/50x50/cr/cowboys.png"
"406.p.29279","65","Henry","Derrick","Ten","Available","","RB","4.0","1.0","$63.8","100%","5","1","0","219","937","10","20","18","154","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/6kYsqSk.C8zSG_wwp2PoEw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10082021/29279.png"
"406.p.33423","66","Williams","Javonte","Den","Available","","RB","84.3","9.2","$5.3","100%","0","0","0","203","903","4","53","43","316","3","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/ta3P3tl57cY38SIJoEluoA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08092021/33423.png"
"406.p.33500","67","St. Brown","Amon-Ra","Det","Available","","WR","","","","","0","0","0","7","61","1","119","90","912","5","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TxIHpy8PEDdu8tmPI8LvHA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08112021/33500.png"
"406.p.32703","68","Higgins","Tee","Cin","Available","","WR","71.6","7.9","$4.8","100%","0","0","0","0","0","0","110","74","1091","6","0","1","1","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/A3VeJatEhYHrUpH8E8XPvg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08202021/32703.png"
"406.p.28403","69","Gordon III","Melvin","Den","Available","","RB","92.3","9.9","$3.9","100%","0","0","0","203","918","8","38","28","213","2","0","0","3","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/h7XMb_LuPqJXkDAWuxSrfQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08192021/28403.png"
"406.p.31857","70","Brown","Marquise","Ari","Available","","WR","126.9","13.6","$1.3","26%","0","0","0","1","5","0","146","91","1008","6","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/sV.jcdJCkp640VFV8lKHxg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08192021/31857.png"
"406.p.32843","71","Mooney","Darnell","Chi","Available","","WR","127.4","13.8","$1.4","17%","0","0","0","6","32","1","140","81","1055","4","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/jYLqWnMH.AfVSW2QWVigDg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08032022/32843.png"
"406.p.32705","72","Swift","D'Andre","Det","Available","","RB","44.2","5.0","$17.5","100%","0","0","0","151","617","5","78","62","452","2","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/f8h6lzjSVN.JghkvAcDDgA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08202021/32705.png"
"406.p.31906","73","Singletary","Devin","Buf","Available","","RB","118.2","12.7","$1.5","75%","0","0","0","188","870","7","50","40","228","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/uPEqApyN08WE7BcERHJjLQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08192021/31906.png"
"406.p.31905","74","Montgomery","David","Chi","Available","","RB","32.7","3.9","$26.1","100%","0","0","1","225","849","7","51","42","301","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/AwqFdxV80JNWnwNGIYKyPQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08032022/31905.png"
"406.p.31908","75","McLaurin","Terry","Was","Available","","WR","30.4","3.6","$27.2","100%","0","0","0","1","12","0","130","77","1053","5","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/OxnLbitwRYswGiffHt_HvA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09222021/31908.png"
"406.p.31838","76","Jones","Daniel","NYG","Questionable","Q - Neck","QB","132.1","14.3","$1.0","15%","2428","10","7","62","298","2","1","1","16","0","0","3","3","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/BJFk0wUgK5coH.jR.K.4Lw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08262021/31838.png"
"406.p.31137","77","Carlson","Daniel","LV","Available","","K","136.0","14.1","$1.1","14%","","","","","","","","","","","","","","","0","10","12","12","6","30","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/nhsn3CnfXbWeczzBKlLQVQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08212021/31137.png"
"406.p.31500","78","Williams","Darrel","Ari","Available","","RB","127.4","14.0","$1.2","2%","0","0","0","144","558","6","57","47","452","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/1xAwBf9.vSgzhHcB.D0Jmg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08202021/31500.png"
"406.p.8432","79","Folk","Nick","NE","Available","","K","123.8","13.0","$1.3","19%","","","","","","","","","","","","","","","0","9","11","11","5","42","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/WnFtjO2DIevU8VKHtpvq2A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08112021/8432.png"
"406.p.30973","80","Darnold","Sam","Car","Available","","QB","127.4","13.4","$1.1","2%","2527","9","13","48","222","5","0","0","0","0","0","1","4","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/dU3u32cujXaZUqh5K4XJbw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09012021/30973.png"
"406.p.31107","81","Schultz","Dalton","Dal","Available","","TE","","","","","0","0","0","0","0","0","104","78","808","8","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Gk40rRqyuN9UCbwan7YKjQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08092022/31107.png"
"406.p.31017","82","Kirk","Christian","Jax","Available","","WR","121.6","12.9","$1.8","2%","33","0","0","1","11","0","103","77","982","5","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/IWFZKDzRkI3UH6xngVL7pw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08182021/31017.png"
"406.p.32732","83","Dillon","AJ","GB","Questionable","Q","RB","103.1","11.1","$2.4","97%","0","0","0","187","803","5","37","34","313","2","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/23UJNmlHBe3JzWEY3W6.RA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08232021/32732.png"
"406.p.28392","84","Cooper","Amari","Cle","Available","","WR","42.2","4.8","$14.4","100%","0","0","0","0","0","0","104","68","865","8","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/vnBN4laEanBHLqyz5mmeLg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08152022/28392.png"
"406.p.33455","85","Mills","Davis","Hou","Available","","QB","","","","","2664","16","10","18","44","0","0","0","0","0","0","2","1","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/en4fmaCNO.gUIUwjfFiXZw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08302021/33455.png"
"406.p.27277","86","Thielen","Adam","Min","Questionable","Q - Ankle","WR","53.9","6.0","$9.0","100%","0","0","0","1","2","0","95","67","726","10","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/l9ehaYgqTvKvfvfXHcTz7g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08252021/27277.1.png"
"406.p.33390","87","Wilson","Zach","NYJ","Available","","QB","127.6","13.4","$1.2","5%","2334","9","11","29","185","4","1","0","0","0","0","2","1","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/ino77X_u4mHxbZK.9GLdtA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08142021/33390.png"
"406.p.30259","88","Kittle","George","SF","Available","","TE","31.0","3.7","$26.1","100%","0","0","0","3","20","0","94","71","910","6","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/fwC_pmytoRIEPlk_8i62dA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08262021/30259.png"
"406.p.26534","89","Tucker","Justin","Bal","Available","","K","81.5","8.9","$2.8","100%","","","","","","","","","","","","","","","0","7","9","13","6","32","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Ry3o6ya3zE4TlCo9Wr5GbA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08192021/26534.png"
"406.p.28188","90","Boswell","Chris","Pit","Available","","K","130.2","13.5","$1.0","5%","","","","","","","","","","","","","","","0","9","8","11","8","27","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/xWgc4F6CBtKVTzwQZ54MhQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/28188.png"
"406.p.31977","91","Gay","Matt","LAR","Available","","K","130.1","13.7","$1.2","76%","","","","","","","","","","","","","","","0","6","15","7","4","48","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/zvFy9ImMKYRzfW.QQRJC5Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08112021/31977.png"
"406.p.33138","92","Robinson","James","Jax","Questionable","Q - Achilles","RB","51.5","5.8","$16.7","100%","0","0","0","164","767","8","46","31","222","0","0","0","2","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/GcSaasVOKc6EsmhtPjlZvA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08252021/33138.png"
